Week_Ending,Account_ID,Account_Type,Asset_Class,Industry_Sector,Ticker,Holding_Name,Market_Value,Weekly_Return_USD,Weekly_Return_Pct,Actual_Performance,Predicted_Performance,Predicted_Probability
2025-01-14,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,16088.39,407.79,0.026,1,1,0.6261
2025-01-14,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,24746.39,294.9,0.0121,1,1,0.7168
2025-01-14,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,21886.66,56.71,0.0026,1,1,0.6154
2025-01-14,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16939.59,-485.46,-0.0279,0,0,0.3435
2025-01-14,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21379.8,-38.17,-0.0018,0,0,0.2947
2025-01-14,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,20918.65,766.19,0.038,1,1,0.6247
2025-01-14,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6938.44,2.17,0.0003,1,1,0.779
2025-01-14,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16695.34,-4.84,-0.0003,0,0,0.1962
2025-01-14,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,22760.24,-36.34,-0.0016,0,0,0.1116
2025-01-14,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,24710.79,112.25,0.0046,1,1,0.7712
2025-01-14,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,12492.37,-558.58,-0.0428,0,0,0.0
2025-01-14,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18299.21,7.76,0.0004,1,1,0.8981
2025-01-14,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,19311.72,499.91,0.0266,1,1,0.9226
2025-01-14,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13594.77,26.92,0.002,1,1,0.9937
2025-01-14,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,23223.64,-713.13,-0.0298,0,0,0.2131
2025-01-14,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19465.58,94.16,0.0049,1,1,0.6676
2025-01-14,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16680.16,52.82,0.0032,1,1,0.8003
2025-01-21,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,10712.83,305.83,0.0294,1,1,0.8714
2025-01-21,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6036.84,274.13,0.0476,1,1,0.6515
2025-01-21,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",10850.54,13.12,0.0012,1,1,0.6056
2025-01-21,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17060.0,971.61,0.0604,1,1,0.8138
2025-01-21,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,24933.87,187.48,0.0076,1,1,0.9167
2025-01-21,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22019.35,132.7,0.0061,1,1,0.7236
2025-01-21,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16944.26,4.67,0.0003,1,1,0.8193
2025-01-21,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21251.64,-128.17,-0.006,0,0,0.2416
2025-01-21,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21898.29,979.63,0.0468,1,1,0.7128
2025-01-21,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6940.77,2.33,0.0003,1,1,0.7578
2025-01-21,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16701.93,6.58,0.0004,1,1,0.9878
2025-01-21,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,22630.27,-129.97,-0.0057,0,0,0.1548
2025-01-21,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,23914.75,-796.04,-0.0322,0,0,0.0438
2025-01-21,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,12711.86,219.49,0.0176,1,1,0.7925
2025-01-21,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18302.85,3.64,0.0002,1,1,0.874
2025-01-21,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,18487.26,-824.46,-0.0427,0,0,0.3954
2025-01-21,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13681.51,86.74,0.0064,1,1,0.9372
2025-01-21,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,23016.62,-207.02,-0.0089,0,0,0.1144
2025-01-21,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19448.34,-17.24,-0.0009,0,0,0.2967
2025-01-21,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16764.38,84.23,0.005,1,1,0.8891
2025-01-28,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,10305.54,-407.29,-0.038,0,0,0.3114
2025-01-28,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6004.9,-31.94,-0.0053,0,0,0.2079
2025-01-28,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",10912.72,62.18,0.0057,1,1,0.7491
2025-01-28,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17213.52,153.53,0.009,1,1,0.6592
2025-01-28,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,23681.66,-1252.21,-0.0502,0,0,0.3226
2025-01-28,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22065.61,46.26,0.0021,1,1,0.6807
2025-01-28,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",17026.06,81.8,0.0048,1,1,0.7587
2025-01-28,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21346.92,95.28,0.0045,1,1,0.6378
2025-01-28,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21613.54,-284.74,-0.013,0,0,0.1943
2025-01-28,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6942.84,2.07,0.0003,1,1,0.9472
2025-01-28,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16695.99,-5.94,-0.0004,0,0,0.0547
2025-01-28,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,23127.93,497.66,0.022,1,1,0.7111
2025-01-28,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,22924.47,-990.28,-0.0414,0,0,0.0163
2025-01-28,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11278.12,-1433.74,-0.1128,0,0,0.2526
2025-01-28,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18294.31,-8.53,-0.0005,0,0,0.4623
2025-01-28,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,19237.36,750.09,0.0406,1,1,0.864
2025-01-28,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13612.06,-69.45,-0.0051,0,0,0.3136
2025-01-28,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,23320.18,303.56,0.0132,1,1,1.0
2025-01-28,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19372.12,-76.22,-0.0039,0,0,0.2566
2025-01-28,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16721.5,-42.89,-0.0026,0,0,0.1211
2025-02-04,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,10689.69,384.15,0.0373,1,1,0.9143
2025-02-04,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,5979.93,-24.97,-0.0042,0,0,0.2524
2025-02-04,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",10989.78,77.06,0.0071,1,1,0.7307
2025-02-04,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,16823.36,-390.17,-0.0227,0,0,0.1724
2025-02-04,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,23607.4,-74.26,-0.0031,0,0,0.1658
2025-02-04,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22192.75,127.13,0.0058,1,1,0.6671
2025-02-04,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",17256.94,230.87,0.0136,1,1,0.778
2025-02-04,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21329.26,-17.66,-0.0008,0,0,0.3542
2025-02-04,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21988.67,375.13,0.0174,1,1,0.6839
2025-02-04,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6948.25,5.42,0.0008,1,1,0.6092
2025-02-04,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16701.32,5.33,0.0003,1,1,0.7397
2025-02-04,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,24284.86,1156.93,0.05,1,1,0.8716
2025-02-04,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,23320.34,395.87,0.0173,1,1,0.8038
2025-02-04,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,10898.51,-379.61,-0.0337,0,0,0.0678
2025-02-04,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18274.71,-19.6,-0.0011,0,0,0.1337
2025-02-04,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,20246.2,1008.85,0.0524,1,1,0.9496
2025-02-04,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13574.25,-37.81,-0.0028,0,0,0.3631
2025-02-04,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,23689.09,368.91,0.0158,1,1,0.9554
2025-02-04,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19384.75,12.64,0.0007,1,1,0.6398
2025-02-04,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16770.77,49.28,0.0029,1,1,0.8306
2025-02-11,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,10830.21,140.52,0.0131,1,1,0.7483
2025-02-11,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6322.52,342.58,0.0573,1,1,0.5515
2025-02-11,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",10934.66,-55.12,-0.005,0,0,0.1751
2025-02-11,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,15511.65,-1311.7,-0.078,0,0,0.0
2025-02-11,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,24721.25,1113.85,0.0472,1,1,0.7574
2025-02-11,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22271.02,78.28,0.0035,1,1,0.6855
2025-02-11,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16397.84,-859.1,-0.0498,0,0,0.2548
2025-02-11,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21234.08,-95.17,-0.0045,0,0,0.0726
2025-02-11,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,22896.24,907.57,0.0413,1,1,0.5046
2025-02-11,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6948.46,0.21,0.0,1,1,0.807
2025-02-11,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16699.51,-1.81,-0.0001,0,0,0.3624
2025-02-11,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,24681.44,396.58,0.0163,1,1,0.8424
2025-02-11,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,24823.29,1502.95,0.0644,1,1,0.781
2025-02-11,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,11115.34,216.83,0.0199,1,1,0.7142
2025-02-11,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18282.83,8.11,0.0004,1,1,0.8318
2025-02-11,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,21387.59,1141.39,0.0564,1,1,0.5298
2025-02-11,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13635.79,61.55,0.0045,1,1,1.0
2025-02-11,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24161.16,472.07,0.0199,1,1,0.7828
2025-02-11,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19386.12,1.37,0.0001,1,1,0.9226
2025-02-11,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16731.59,-39.18,-0.0023,0,0,0.2328
2025-02-18,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11041.15,210.94,0.0195,1,1,1.0
2025-02-18,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6261.5,-61.02,-0.0097,0,0,0.4124
2025-02-18,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",10901.84,-32.82,-0.003,0,0,0.2518
2025-02-18,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,15362.84,-148.82,-0.0096,0,0,0.2328
2025-02-18,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,25830.98,1109.73,0.0449,1,1,0.6828
2025-02-18,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22103.22,-167.8,-0.0075,0,0,0.4186
2025-02-18,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16290.83,-107.01,-0.0065,0,0,0.2447
2025-02-18,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21165.89,-68.19,-0.0032,0,0,0.1029
2025-02-18,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,22879.89,-16.36,-0.0007,0,0,0.1507
2025-02-18,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6951.59,3.13,0.0005,1,0,0.4551
2025-02-18,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16708.97,9.46,0.0006,1,1,0.8025
2025-02-18,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,24586.83,-94.61,-0.0038,0,0,0.2471
2025-02-18,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,25433.57,610.28,0.0246,1,1,0.8515
2025-02-18,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,10695.76,-419.58,-0.0377,0,0,0.3437
2025-02-18,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18290.48,7.65,0.0004,1,1,0.8873
2025-02-18,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,22308.16,920.57,0.043,1,1,0.8945
2025-02-18,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13635.65,-0.14,-0.0,0,0,0.4796
2025-02-18,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24219.32,58.16,0.0024,1,1,0.8956
2025-02-18,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19432.43,46.3,0.0024,1,1,0.7052
2025-02-18,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16748.73,17.14,0.001,1,1,0.573
2025-02-25,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11332.62,291.47,0.0264,1,1,0.5968
2025-02-25,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6731.04,469.54,0.075,1,1,0.8322
2025-02-25,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",10885.4,-16.44,-0.0015,0,0,0.1988
2025-02-25,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,15553.36,190.52,0.0124,1,1,0.8803
2025-02-25,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,24581.93,-1249.05,-0.0484,0,0,0.2167
2025-02-25,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22049.86,-53.37,-0.0024,0,0,0.094
2025-02-25,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15742.22,-548.61,-0.0337,0,1,0.5089
2025-02-25,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21037.88,-128.01,-0.006,0,0,0.4371
2025-02-25,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21610.47,-1269.42,-0.0555,0,0,0.0
2025-02-25,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6946.95,-4.63,-0.0007,0,0,0.388
2025-02-25,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16716.54,7.58,0.0005,1,1,0.9452
2025-02-25,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,24406.35,-180.48,-0.0073,0,0,0.2863
2025-02-25,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,26505.1,1071.54,0.0421,1,1,0.6998
2025-02-25,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,10202.53,-493.23,-0.0461,0,0,0.4791
2025-02-25,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18277.02,-13.46,-0.0007,0,0,0.3252
2025-02-25,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,21360.4,-947.76,-0.0425,0,0,0.4793
2025-02-25,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13679.08,43.43,0.0032,1,1,0.8257
2025-02-25,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24290.92,71.6,0.003,1,0,0.4845
2025-02-25,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19276.64,-155.78,-0.008,0,1,0.5327
2025-02-25,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16726.53,-22.2,-0.0013,0,0,0.1253
2025-03-04,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11441.19,108.57,0.0096,1,1,0.8527
2025-03-04,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6634.02,-97.02,-0.0144,0,0,0.2562
2025-03-04,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11009.36,123.96,0.0114,1,1,0.5846
2025-03-04,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,16461.34,907.98,0.0584,1,1,0.9162
2025-03-04,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,23044.63,-1537.3,-0.0625,0,0,0.3837
2025-03-04,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22175.14,125.29,0.0057,1,1,1.0
2025-03-04,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15742.36,0.14,0.0,1,1,0.8723
2025-03-04,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21234.86,196.98,0.0094,1,1,0.7018
2025-03-04,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,20978.89,-631.58,-0.0292,0,0,0.4752
2025-03-04,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6948.34,1.38,0.0002,1,1,0.8582
2025-03-04,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16739.68,23.14,0.0014,1,1,0.8064
2025-03-04,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,25100.83,694.48,0.0285,1,1,0.8039
2025-03-04,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,25576.83,-928.27,-0.035,0,0,0.3634
2025-03-04,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,9794.79,-407.74,-0.04,0,0,0.4741
2025-03-04,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18275.1,-1.92,-0.0001,0,0,0.4207
2025-03-04,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,21053.5,-306.9,-0.0144,0,0,0.2887
2025-03-04,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13614.89,-64.19,-0.0047,0,0,0.2326
2025-03-04,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24008.93,-281.99,-0.0116,0,0,0.1017
2025-03-04,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19271.62,-5.02,-0.0003,0,0,0.3033
2025-03-04,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16793.36,66.83,0.004,1,1,0.9078
2025-03-11,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11643.55,202.36,0.0177,1,1,0.9251
2025-03-11,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6795.89,161.87,0.0244,1,1,0.9037
2025-03-11,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11032.89,23.54,0.0021,1,1,0.8858
2025-03-11,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,17393.92,932.58,0.0567,1,1,0.739
2025-03-11,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,23407.35,362.72,0.0157,1,1,0.7173
2025-03-11,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22375.88,200.74,0.0091,1,1,0.8384
2025-03-11,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15848.65,106.3,0.0068,1,1,1.0
2025-03-11,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21207.08,-27.79,-0.0013,0,0,0.2655
2025-03-11,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,20701.24,-277.65,-0.0132,0,0,0.1127
2025-03-11,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6939.22,-9.12,-0.0013,0,0,0.4134
2025-03-11,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16741.03,1.34,0.0001,1,1,0.8913
2025-03-11,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,24913.72,-187.11,-0.0075,0,0,0.3063
2025-03-11,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,26900.45,1323.62,0.0518,1,1,0.6108
2025-03-11,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,9096.67,-698.12,-0.0713,0,0,0.1079
2025-03-11,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18278.91,3.81,0.0002,1,1,0.8685
2025-03-11,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,20434.32,-619.18,-0.0294,0,0,0.3248
2025-03-11,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13655.31,40.42,0.003,1,1,0.9001
2025-03-11,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24498.7,489.78,0.0204,1,1,0.6788
2025-03-11,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19239.14,-32.48,-0.0017,0,0,0.2715
2025-03-11,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16613.45,-179.91,-0.0107,0,0,0.0384
2025-03-18,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11569.8,-73.74,-0.0063,0,0,0.137
2025-03-18,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6629.33,-166.56,-0.0245,0,0,0.4055
2025-03-18,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",11021.32,-11.58,-0.001,0,0,0.1851
2025-03-18,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,16468.97,-924.95,-0.0532,0,0,0.2282
2025-03-18,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,24061.28,653.93,0.0279,1,1,0.8166
2025-03-18,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22339.56,-36.33,-0.0016,0,0,0.0553
2025-03-18,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",16219.07,370.42,0.0234,1,1,0.7795
2025-03-18,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21181.57,-25.5,-0.0012,0,0,0.0
2025-03-18,CRY-6789,Crypto Wallet,Alternative,N/A,CCF,ButCoin,21616.36,915.13,0.0442,1,1,0.7546
2025-03-18,BRK-5234,Taxable,Cash,N/A,ZRKB,"Bradshaw, Dalton and Jennings",6945.18,5.96,0.0009,1,1,0.8963
2025-03-18,BRK-5234,Taxable,Cash,N/A,LYMP,Ritter and Sons,16753.12,12.09,0.0007,1,1,0.7449
2025-03-18,IRA-1995,Retirement,Equity,Industrials,JAXI,Rodriguez-Jones,24845.43,-68.29,-0.0027,0,0,0.3498
2025-03-18,CRY-6789,Crypto Wallet,Alternative,Real Estate,SIL,SkinCoin,27504.68,604.23,0.0225,1,1,0.6946
2025-03-18,CRY-6789,Crypto Wallet,Alternative,Technology,JOU,DemocraticCoin,9464.65,367.98,0.0405,1,1,0.56
2025-03-18,BRK-5234,Taxable,Cash,N/A,FWFN,Schultz LLC,18265.93,-12.98,-0.0007,0,0,0.0923
2025-03-18,BRK-5234,Taxable,Alternative,Real Estate,VULY,Jones LLC,18150.41,-2283.91,-0.1118,0,0,0.2665
2025-03-18,BRK-5234,Taxable,Fixed Income,N/A,DITR,Moore-Rodriguez,13674.52,19.21,0.0014,1,1,0.885
2025-03-18,IRA-1995,Retirement,Equity,Real Estate,TUQG,Johnson Ltd,24733.15,234.44,0.0096,1,1,1.0
2025-03-18,BRK-5234,Taxable,Fixed Income,N/A,VFDN,Wilson Group,19277.15,38.0,0.002,1,0,0.4532
2025-03-18,IRA-1995,Retirement,Fixed Income,N/A,AIMG,Martinez-Khan,16638.55,25.1,0.0015,1,1,0.6943
2025-03-25,IRA-1995,Retirement,Equity,Real Estate,XRTT,Rangel-Lopez,11173.04,-396.76,-0.0343,0,0,0.3027
2025-03-25,CRY-6789,Crypto Wallet,Alternative,Technology,XRG,RichCoin,6830.86,201.53,0.0304,1,1,0.631
2025-03-25,IRA-1995,Retirement,Fixed Income,N/A,OTGK,"Burke, Gray and Berry",10984.47,-36.84,-0.0033,0,0,0.2722
2025-03-25,CRY-6789,Crypto Wallet,Alternative,N/A,TBX,SortCoin,15942.9,-526.07,-0.0319,0,0,0.1213
2025-03-25,CRY-6789,Crypto Wallet,Alternative,N/A,DZI,BeautifulCoin,24664.38,603.1,0.0251,1,1,0.5534
2025-03-25,BRK-5234,Taxable,Fixed Income,N/A,TTPY,Shaw Ltd,22346.41,6.86,0.0003,1,1,0.6702
2025-03-25,IRA-1995,Retirement,Equity,Consumer Staples,VREI,"Rich, Schroeder and Horne",15997.0,-222.08,-0.0137,0,0,0.214
2025-03-25,BRK-5234,Taxable,Fixed Income,N/A,NODD,Miller and Sons,21248.14,66.57,0.0031,1,1,0.5591
